Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Country,Latitude,Longitude
Ferrari,F8 Tributo,2022,3.9,710,568,2.8,"275,000",Italia,42.6384261,12.674297
Lamborghini,Aventador,2021,6.5,730,509,2.9,"517,000",Italia,42.6384261,12.674297
McLaren,GT,2021,4,612,465,3.1,"201,500",Inggris,54.7023545,-3.2765753
Mercedes-Benz,AMG GT R,2021,4,577,516,3.5,"183,000",Jerman,46.5026049,13.8359023
Porsche,Taycan Turbo S,2021,Electric,750,774,2.6,"185,000",Jerman,46.5026049,13.8359023
Audi,RS7,2021,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
BMW,M4,2021,3,473,406,4.1,"71,800",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Amerika,54.6756129,17.4396446
Dodge,Challenger SRT Hellcat Redeye,2022,6.2,797,707,3.5,"80,190",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.8,"500,000",Amerika,54.6756129,17.4396446
Jaguar,F-Type,2021,3,380,339,4.4,"62,750",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2021,5,471,398,4.4,"92,000",Jepang,36.5748441,139.2394179
Lotus,Evija,2021,Electric,2000,1254,2.8,"2,800,000",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,Electric,550,,2.8,"200,000",Italia,42.6384261,12.674297
Nissan,370Z,2021,3.7,332,270,5,"30,090",Jepang,36.5748441,139.2394179
Rolls-Royce,Ghost,2021,6.8,563,627,4.6,"332,500",Inggris,54.7023545,-3.2765753
Porsche,Taycan,2021,2,402,254,5.1,"81,250",Jerman,46.5026049,13.8359023
Aston Martin,DB11,2021,4,630,516,3.7,"198,995",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",Inggris,54.7023545,-3.2765753
Acura,NSX,2022,3.5,573,476,2.7,"157,500",Jepang,36.5748441,139.2394179
Tesla,Roadster,2022,0,"10,000","7,376",1.9,"200,000",Amerika,54.6756129,17.4396446
Chevrolet,Camaro,2022,6.2,455,455,4,"25,000",Amerika,54.6756129,17.4396446
Dodge,Charger,2021,6.2,797,707,3.3,"72,000",Amerika,54.6756129,17.4396446
Jaguar,F-Type,2021,3,380,339,4.9,"62,750",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2021,5,471,398,4.4,"93,000",Jepang,36.5748441,139.2394179
BMW,M4,2022,3,473,406,4.1,"71,800",Jerman,46.5026049,13.8359023
Ford,GT,2021,3.5,660,550,2.9,"500,000",Amerika,54.6756129,17.4396446
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,980",Italia,42.6384261,12.674297
McLaren,600LT,2021,3.8,592,457,2.8,"256,500",Inggris,54.7023545,-3.2765753
Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.6,"254,995",Jerman,46.5026049,13.8359023
Nissan,370Z,2021,3.7,332,270,5.2,"30,000",Jepang,36.5748441,139.2394179
Audi,RS 7,2021,4,591,590,3.4,"114,000",Jerman,46.5026049,13.8359023
Bentley,Continental GT,2021,4,542,568,3.9,"220,000",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2021,8,"1,500","1,180",2.4,"3,000,000",Prancis,46.603354,1.8883335
Porsche,Cayman,2022,2,300,280,4.5,"59,900",Jerman,46.5026049,13.8359023
Aston Martin,Vantage,2021,4,503,505,3.5,"147,000",Inggris,54.7023545,-3.2765753
Alfa Romeo,4C Spider,2020,1.7,237,258,4.1,"67,150",Italia,42.6384261,12.674297
Audi,RS 5,2022,2.9,444,443,3.5,"75,100",Jerman,46.5026049,13.8359023
BMW,M2,2022,3,405,406,4,"58,900",Jerman,46.5026049,13.8359023
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"60,695",Amerika,54.6756129,17.4396446
Ferrari,F8 Spider,2022,3.9,710,568,2.9,"274,390",Italia,42.6384261,12.674297
Jaguar,F-Type,2021,3,296,295,5.4,"64,700",Inggris,54.7023545,-3.2765753
Lamborghini,Aventador,2021,6.5,759,531,2.9,"517,770",Italia,42.6384261,12.674297
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
Lotus,Evora GT,2021,3.5,416,317,3.8,"99,990",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,800",Italia,42.6384261,12.674297
McLaren,GT,2021,4,612,465,3.1,"210,000",Inggris,54.7023545,-3.2765753
Mercedes-Benz,AMG C 63,2021,4,469,479,3.8,"67,600",Jerman,46.5026049,13.8359023
Nissan,370Z Nismo,2021,3.7,350,276,4.5,"45,790",Jepang,36.5748441,139.2394179
Porsche,Panamera,2022,2.9,325,331,5.3,"88,800",Jerman,46.5026049,13.8359023
Subaru,WRX STI,2021,2.5,310,290,5.2,"38,170",Jepang,36.5748441,139.2394179
Tesla,Roadster,2022,,"10,000+",,1.9,"200,000",Amerika,54.6756129,17.4396446
Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",Jerman,46.5026049,13.8359023
Lamborghini,Aventador,2021,6.5,729,509,2.9,"393,695",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS5 Coupe,2022,2.9,444,443,3.5,"76,350",Jerman,46.5026049,13.8359023
McLaren,570S,2021,3.8,562,443,3.1,"202,000",Inggris,54.7023545,-3.2765753
BMW,M2,2022,3,405,406,4,"58,900",Jerman,46.5026049,13.8359023
Mercedes-Benz,SL,2022,3,429,384,4.4,"96,000",Jerman,46.5026049,13.8359023
Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Amerika,54.6756129,17.4396446
Ford,GT,2022,3.5,660,550,2.8,"500,000",Amerika,54.6756129,17.4396446
Nissan,370Z,2021,3.7,332,270,5.3,"33,000",Jepang,36.5748441,139.2394179
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"75,250",Italia,42.6384261,12.674297
Aston Martin,DB11,2022,4,630,516,3.7,"201,495",Inggris,54.7023545,-3.2765753
Bentley,Continental GT,2021,6,626,664,3.3,"201,000",Inggris,54.7023545,-3.2765753
Dodge,Challenger,2021,6.4,485,475,3.8,"62,000",Amerika,54.6756129,17.4396446
Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
Lotus,Evora GT,2021,3.5,416,317,3.8,"99,000",Inggris,54.7023545,-3.2765753
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,000",Italia,42.6384261,12.674297
Porsche,Cayman GT4,2021,4,414,309,4.2,"102,500",Jerman,46.5026049,13.8359023
Aston Martin,Vantage,2022,4,503,505,3.5,"149,995",Inggris,54.7023545,-3.2765753
Dodge,Charger SRT Hellcat,2022,6.2,717,650,3.5,"78,595",Amerika,54.6756129,17.4396446
Audi,RS 7,2021,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
Chevrolet,Camaro SS,2022,6.2,455,455,4.1,"37,500",Amerika,54.6756129,17.4396446
Ford,Mustang GT,2022,5,460,420,4,"38,500",Amerika,54.6756129,17.4396446
Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",Inggris,54.7023545,-3.2765753
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Jepang,36.5748441,139.2394179
McLaren,570S,2021,3.8,562,443,3.1,"208,800",Inggris,54.7023545,-3.2765753
Mercedes-Benz,AMG C63,2022,4,469,479,3.8,"71,450",Jerman,46.5026049,13.8359023
Nissan,370Z Nismo,2021,3.7,350,276,4.9,"47,820",Jepang,36.5748441,139.2394179
Porsche,Panamera GTS,2021,4,473,457,3.9,"134,150",Jerman,46.5026049,13.8359023
Audi,TT RS,2022,2.5,394,354,3.6,"67,600",Jerman,46.5026049,13.8359023
BMW,M4,2021,3,473,406,3.8,"71,800",Jerman,46.5026049,13.8359023
Ferrari,F8 Tributo,2021,3.9,710,568,2.8,"274,280",Italia,42.6384261,12.674297
Lamborghini,Aventador,2021,6.5,770,531,2.9,"393,695",Italia,42.6384261,12.674297
McLaren,GT,2021,4,612,465,3.1,"250,000",Inggris,54.7023545,-3.2765753
Mercedes-Benz,AMG GT 4-Door Coupe,2021,4,630,664,3.1,"171,200",Jerman,46.5026049,13.8359023
Aston Martin,DBS Superleggera,2022,5.2,715,663,3.4,"321,000",Inggris,54.7023545,-3.2765753
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,500",Inggris,54.7023545,-3.2765753
Porsche,Taycan Turbo S,2021,Electric,750,774,2.6,"185,000",Jerman,46.5026049,13.8359023
McLaren,570S,2021,3.8,562,443,3.1,"195,000",Inggris,54.7023545,-3.2765753
Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,770",Italia,42.6384261,12.674297
Ford,GT,2021,3.5,660,550,3,"500,000",Amerika,54.6756129,17.4396446
Audi,RS7 Sportback,2022,4,591,590,3.5,"114,000",Jerman,46.5026049,13.8359023
BMW,M4,2022,3,473,406,4.1,"72,800",Jerman,46.5026049,13.8359023
Mercedes-AMG,C63 S,2022,4,503,516,3.7,"78,100",Jerman,46.5026049,13.8359023
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Amerika,54.6756129,17.4396446
Dodge,Charger Hellcat,2021,6.2,717,650,3.6,"70,000",Amerika,54.6756129,17.4396446
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"78,450",Italia,42.6384261,12.674297
Tesla,Model S Plaid,2022,Electric,"1,020","1,050",1.9,"141,190",Amerika,54.6756129,17.4396446
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Porsche,Panamera Turbo S E-Hybrid,2021,Hybrid,689,642,3,"190,000",Jerman,46.5026049,13.8359023
McLaren,Artura,2022,3,671,531,3,"225,000",Inggris,54.7023545,-3.2765753
Lamborghini,Urus,2021,4,641,627,3.6,"222,000",Italia,42.6384261,12.674297
Ford,Mustang Mach 1,2021,5,480,420,4,"52,915",Amerika,54.6756129,17.4396446
Porsche,911,2022,3,379,331,4,"101,200",Jerman,46.5026049,13.8359023
Lamborghini,Huracan,2021,5.2,630,443,2.8,"274,390",Italia,42.6384261,12.674297
Ferrari,488 GTB,2022,3.9,661,561,3,"333,750",Italia,42.6384261,12.674297
Audi,R8,2022,5.2,562,406,3.2,"142,700",Jerman,45.5349844,13.7501681
McLaren,720S,2021,4,710,568,2.7,"298,000",Inggris,54.7023545,-3.2765753
BMW,M8,2022,4.4,617,553,3.1,"130,000",Jerman,45.5349844,13.7501681
Mercedes-Benz,AMG GT,2021,4,523,494,3.8,"118,500",Jerman,45.5349844,13.7501681
Chevrolet,Corvette,2021,6.2,490,465,2.8,"59,900",Amerika,54.6756129,17.4396446
Ford,Mustang Shelby GT500,2022,5.2,760,625,3.5,"81,000",Amerika,54.6756129,17.4396446
Nissan,GT-R Nismo,2021,3.8,600,481,2.5,"212,000",Jepang,36.5748441,139.2394179
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",Amerika,54.6756129,17.4396446
Aston Martin,Vantage,2021,4,503,505,3.6,"147,000",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2022,8,1500,1180,2.5,"3,900,000",Prancis,46.603354,1.8883335
Koenigsegg,Jesko,2022,5,1280,1015,2.5,"3,000,000",Swedia,59.6749712,14.5208584
Pagani,Huayra,2021,6,764,740,2.8,"2,600,000",Italia,42.6384261,12.674297
Rimac,Nevera,2022,Electric,1914,1696,1.85,"2,400,000",Kroasia,45.3658443,15.6575209
Lotus,Evija,2022,Electric,1973,1254,2.5,"2,000,000",Inggris,54.7023545,-3.2765753
Pininfarina,Battista,2021,Electric,1872,1696,1.9,"2,500,000",Italia,42.6384261,12.674297
Maserati,MC20,2021,3,621,538,2.9,"210,000",Italia,42.6384261,12.674297
Porsche,Cayman,2021,2,300,280,5.1,"59,900",Jerman,45.5349844,13.7501681
Lamborghini,Aventador,2021,6.5,730,509,2.9,"393,695",Italia,42.6384261,12.674297
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Italia,42.6384261,12.674297
Audi,RS 5,2021,2.9,444,443,3.5,"75,100",Jerman,45.5349844,13.7501681
McLaren,GT,2022,4,612,465,3.1,"210,000",Inggris,54.7023545,-3.2765753
BMW,M2,2021,3,405,406,4,"58,900",Jerman,45.5349844,13.7501681
Mercedes-Benz,SLS AMG,2021,6.3,622,468,3.6,"254,500",Jerman,45.5349844,13.7501681
Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Amerika,54.6756129,17.4396446
Ford,Mustang,2021,2.3,310,350,5.3,"27,205",Amerika,54.6756129,17.4396446
Nissan,370Z,2021,3.7,332,270,5.1,"30,090",Jepang,36.5748441,139.2394179
Aston Martin,Vantage,2021,4,503,505,3.6,"146,000",Inggris,54.7023545,-3.2765753
Bugatti,Chiron,2021,8,1479,1180,2.4,"3,000,000",Prancis,46.603354,1.8883335
Koenigsegg,Jesko,2022,5,1280,1106,2.5,"3,000,000",Swedia,59.6749712,14.5208584
Lotus,Evija,2021,Electric Motor,1972,1254,2,"2,000,000",Inggris,54.7023545,-3.2765753
McLaren,Senna,2021,4,789,590,2.7,"1,000,000",Inggris,54.7023545,-3.2765753
Pagani,Huayra,2021,6,764,738,3,"2,600,000",Italia,42.6384261,12.674297
Rimac,Nevera,2021,Electric Motor,1888,1696,1.85,"2,400,000",Kroasia,45.3658443,15.6575209
